,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0.87225430034944,0.40974356822879854,0.39496492902809244,0.6998354511699789,0.7230322416641428,1.2753566871322244,1.2653332201447554,1.9982116602703968,2.0025590976183882,1.0757284516191608,1.0767465383223382,0.49226163860540995,0.4451078137628042,1.7813365492484448,1.7512545018192123,1.50674642083717,1.5122781312572111,0.9623174460131348,0.968995318422087,0.8137052884053081,0.7916162474101915,0.7098647490055087,0.37249746139801004,0.2854145240010254,0.19428300363873133,0.19499060460376869,0.05818556019518872,0.5111095222254458,0.5042211032341732,0.9997165203094482,0.9819348454475403,0.99962517619133,0.9811195135116577,jumping_jacks,start
1,0.8886822677261108,0.40879926316146803,0.4276733990660007,0.7379932254027389,0.7160144472649187,1.274088136801058,1.2908407450947765,2.045145397978468,2.0380278275395374,1.0740262011223323,1.103336334889616,0.44703027906872783,0.48360912217384583,1.754132453146516,1.805841907842727,1.566495144692811,1.5380584995136009,0.9983093160343547,0.9672312542231182,0.8292997360081873,0.8218032675667774,0.7288747829262452,0.3916785526108322,0.2747127740053757,0.19035272573957585,0.19926772899224818,0.05506385622957955,0.49399382657915225,0.4950452757367886,0.9996941983699799,0.984425961971283,0.9996666312217712,0.9815300107002258,jumping_jacks,start
2,0.9744614609429948,0.5126032634804236,0.49056102978496274,0.7303420137311086,0.7063685972822347,1.3440424290416015,1.3358926504626172,2.0466912644498114,2.0208151341720324,1.0175771037467194,0.9907656207390456,0.5272678560450748,0.5336396842277575,1.8277339499381557,1.8480710214483953,1.5542240401928977,1.5390554696315937,0.9657450511544524,0.9494478682015537,1.0234306641608646,0.9980376966462038,0.7382971242820421,0.40298048047915574,0.2688043936848131,0.17816168704379456,0.23725379823486878,0.05024283565007212,0.49324350577890436,0.48915083945718285,0.9998829066753387,0.9939563870429993,0.9998637735843658,0.9894304871559143,jumping_jacks,start
3,0.9706056321314865,0.5041315239588404,0.5009062467661604,0.7090179786573159,0.7250069558871552,1.3509006007910076,1.3467061443601647,2.0338123336963925,2.0420583740638736,0.9799806100172195,1.0308045118508267,0.5236856843452201,0.5516712250475089,1.8429336363434836,1.851005423106642,1.5587511185717322,1.5438181992814013,0.9534508726258839,0.9492237465038921,1.016868278154709,1.0009536902675111,0.7389264355250126,0.39652850542107876,0.2690922816768782,0.16405093317258002,0.2392787754169901,0.049832711240632446,0.509025200093507,0.5140627011571277,0.9998224973678589,0.9908633530139923,0.9998376667499542,0.9869232177734375,jumping_jacks,start
4,0.9254006047045296,0.6145226296431862,0.5855996095307506,0.9613841191179745,0.8782232684171531,1.3038244903135834,1.3043958478496807,2.0293870813544976,2.0106708314773867,0.953373247218146,0.9400282164182552,0.6793700344378838,0.666284271315953,1.7550557441564043,1.7971323876094816,1.516914179884832,1.5119996559261253,0.9746925646863027,0.9647035433658065,1.7375822317799454,1.195101274616924,0.7029795239024601,0.40474158550647454,0.47051257529687773,0.5329338564009007,0.2996768583742355,0.09177799142390543,0.4980148229380893,0.49742561927982365,0.9996207058429718,0.9976124167442322,0.9995286464691162,0.9974929690361023,jumping_jacks,start
5,0.9201037375256278,0.5663899321737762,0.608589496532952,0.8773279256053287,0.9521690798915328,1.2921828485184124,1.296194156850915,1.9751329367768315,1.9867407754459332,0.9465036031110902,0.966416655545353,0.6563697749692221,0.6679474309749951,1.7839489143897116,1.74767212632651,1.4687769417201972,1.479432086548724,0.9288355785794292,0.9422700515552673,1.7181442005170227,1.1716072343615274,0.6871724336476369,0.391566657918995,0.4738598172205064,0.543094010344536,0.2927401333704868,0.09362767905087807,0.503583940616394,0.5026251058293963,0.9997328519821167,0.9951549172401428,0.9996290802955627,0.9960058331489563,jumping_jacks,start
6,0.8701653466624091,0.5365933241699912,0.5381103214708657,0.9015327643088846,0.8560159183588941,1.260932411550983,1.2381847488482172,1.9573661514432688,1.9733790768677735,0.9694801167807755,0.9552057967317507,0.6425223446518641,0.6311194594005819,1.7512598147465097,1.729773102600146,1.4566541737392737,1.4768500200511747,0.9889606063671034,1.0227109325117651,1.6203633530191464,1.0728933416998234,0.6557326440692016,0.34777399136838566,0.3140481681126594,0.3162788124692503,0.27395863971963846,0.06573578256171984,0.48728751066365655,0.49021760373711226,0.9997874200344086,0.9951024353504181,0.9996402263641357,0.9933778941631317,jumping_jacks,start
7,0.8911135657811404,0.53070441500663,0.5341155938710571,0.8758702760215454,0.8688957104625494,1.2486588795278495,1.2618781192511923,1.9333454419073766,1.9314959106485365,0.9537015364173497,0.948756644617219,0.6539726908194402,0.6353779949128284,1.7390734939538421,1.752875567459693,1.4297816161917247,1.4369084141529458,0.9639144458443514,0.9364269285705995,1.6172312120912058,1.0615571991405657,0.6533939593878022,0.3400097171055408,0.3174964842583501,0.3215575756696849,0.27577253893856335,0.06614344437385787,0.511360000834686,0.5052358270548297,0.9998646080493927,0.9955905973911285,0.9997520446777344,0.995088130235672,jumping_jacks,start
8,0.9277347211163136,0.5797703961694217,0.5573367162698162,0.9434866045335981,0.8919380081116175,1.2769785102670574,1.2952495473000436,1.9317791544586937,1.9638950446353693,1.0053028468763383,1.0017702711397378,0.6180696397139986,0.6352292382537507,1.7399788192763372,1.8021396532418832,1.4378518945245464,1.4690475523661608,0.8754934391212301,0.8890409734448347,1.67240803073332,1.1367576144057459,0.6685231231646626,0.3931416119777909,0.35387017377820273,0.28850337604049997,0.27792546795998707,0.07062017551147225,0.49648516476301435,0.4976334210063836,0.999666303396225,0.9964344501495361,0.9997383952140808,0.996258020401001,jumping_jacks,start
9,0.9420416614987416,0.5773469355386117,0.5884515302489834,0.9139316773903297,0.9611353193766095,1.3156740220835113,1.2959008105212293,1.9852415075004775,1.9430989772359077,1.002960020727922,1.030830159710296,0.6430746337630264,0.6382980055266008,1.8131460498215701,1.764234519640549,1.4928118477876668,1.4474071643706314,0.8884674854935947,0.8955772311377206,1.7089102695825111,1.164821421373499,0.6769724816966616,0.3991715280996192,0.3743400069010022,0.28911321113918587,0.2851418378102526,0.07285096922300384,0.5073919956879837,0.5004188036379832,0.9998285174369812,0.993137389421463,0.9997837841510773,0.9923750460147858,jumping_jacks,start
